Format: First Name | Last Name | email | password | AM | type | enrollment

LEADER (1)
==========

Κώστας Δημητρίου | leader1@uni.gr | hAZ8Z5IA7Blg

SECRETARIES (3)
===============

Μαρία Αντωνίου | secretary1@uni.gr | IVFVWBddHPO1
Ελένη Γραμματεία | secretary2@uni.gr | dgvNu8jI93yV
Άννα Γραμματεία | secretary3@uni.gr | l1G_QkL2i42b

STUDENTS (1201)
===============

Μάνος Παπαπέτρου | up1091234@uni.gr | lfOCMENMj4VV | AM: 1091234 | undergrad | enroll: 2019
Στέφανος Κορωναίος | up1092342@uni.gr | 7Zho2wJzIPoO | AM: 1092342 | undergrad | enroll: 2024
Δημήτρης Αγγελίδης | up1092343@uni.gr | hhhrjHkch_mt | AM: 1092343 | undergrad | enroll: 2018
Αθανάσιος Βλαστός | up1092344@uni.gr | GDqHzdJE8JzI | AM: 1092344 | undergrad | enroll: 2025
Αναστάσιος Αγγελόπουλος | up1092345@uni.gr | LQbwTfOaifir | AM: 1092345 | undergrad | enroll: 2023
Σπύρος Βουρδουμπάς | up1092346@uni.gr | sdNKe1qqpx1f | AM: 1092346 | undergrad | enroll: 2020
Αλεξανδρα Αθανασιάδης | up1092347@uni.gr | qt0sdA90pfE2 | AM: 1092347 | undergrad | enroll: 2024
Αναστασια Γερμανός | up1092348@uni.gr | ArBTt4aZduuc | AM: 1092348 | undergrad | enroll: 2020
Μαρια Ουζουνίδης | up1092349@uni.gr | GTtykcn9PQ1z | AM: 1092349 | undergrad | enroll: 2020
Αναστασια Μαρής | up1092350@uni.gr | Q4RI2b5VMUWT | AM: 1092350 | undergrad | enroll: 2019
Παρασκευάς Πανταζής | up1092351@uni.gr | rz1g8uDb00pY | AM: 1092351 | undergrad | enroll: 2018
Σταυρουλα Μπότσαρης | up1092352@uni.gr | T08gHXsyedSo | AM: 1092352 | undergrad | enroll: 2022
Στέφανος Βουρδουμπάς | up1092353@uni.gr | cwkxSxyrNHhC | AM: 1092353 | undergrad | enroll: 2022
Παναγιωτα Κοντόσταυλος | up1092354@uni.gr | EjhEpy2u54DT | AM: 1092354 | undergrad | enroll: 2023
Βασίλης Αθανασιάδης | up1092355@uni.gr | MXlEzYwTHTKq | AM: 1092355 | undergrad | enroll: 2021
Αναστασια Δουρέντης | up1092356@uni.gr | F8cktqUqNYKV | AM: 1092356 | undergrad | enroll: 2022
Σταυρουλα Αντωνόπουλος | up1092357@uni.gr | 8d4RYlU5JrnJ | AM: 1092357 | undergrad | enroll: 2026
Στυλιανός Καλλιγάς | up1092358@uni.gr | OdE9rFg1Szu1 | AM: 1092358 | undergrad | enroll: 2025
Παρασκευη Δουρέντης | up1092359@uni.gr | PMN4KbgxUrZm | AM: 1092359 | undergrad | enroll: 2026
Μαρια Μέλιοι | up1092360@uni.gr | 20KszecQxjsL | AM: 1092360 | phd | enroll: 2020
Μαρια Ασπάσιος | up1092361@uni.gr | ugLVpRIaBUj7 | AM: 1092361 | undergrad | enroll: 2023
Αλέξανδρος Καψής | up1092362@uni.gr | 2qu92CDiWOeX | AM: 1092362 | undergrad | enroll: 2023
Αθανάσιος Μακρής | up1092363@uni.gr | r_2nOr7eDd85 | AM: 1092363 | phd | enroll: 2025
Δημήτρης Ζαχαρίου | up1092364@uni.gr | ItYGom7teZ1Z | AM: 1092364 | undergrad | enroll: 2021
Ευάγγελος Δοξαράς | up1092365@uni.gr | 3UMsJ35iNVU8 | AM: 1092365 | postgrad | enroll: 2022
Παναγιώτης Νικολαΐδης | up1092366@uni.gr | O3OAQLFrIaES | AM: 1092366 | postgrad | enroll: 2024
Παρασκευάς Βασιλειάδης | up1092367@uni.gr | FchAYDMyq5Ch | AM: 1092367 | undergrad | enroll: 2019
Σταυρουλα Βιτάλη | up1092368@uni.gr | xXY1Imlf98JH | AM: 1092368 | undergrad | enroll: 2020
Αλεξανδρα Λαιμός | up1092369@uni.gr | YQTvxboFNEpO | AM: 1092369 | undergrad | enroll: 2021
Κωνσταντινα Παπαδάκης | up1092370@uni.gr | TVgrlxYGVzy3 | AM: 1092370 | undergrad | enroll: 2024
Δεσποινα Μήτζου | up1092371@uni.gr | aCnWXHjMx3DP | AM: 1092371 | undergrad | enroll: 2026
Ελενη Γούναρης | up1092372@uni.gr | 4tpWMxAglRG6 | AM: 1092372 | undergrad | enroll: 2018
Ευάγγελος Πανταζής | up1092373@uni.gr | p1675hUN33uW | AM: 1092373 | undergrad | enroll: 2019
Άγγελος Ανδρέου | up1092374@uni.gr | uwmVD6yolfPS | AM: 1092374 | undergrad | enroll: 2024
Γεωργια Κορνάρος | up1092375@uni.gr | AJtWGRbSlubr | AM: 1092375 | undergrad | enroll: 2022
Δεσποινα Αναγνωστάκης | up1092376@uni.gr | F71ibcP_g7UB | AM: 1092376 | undergrad | enroll: 2019
Μαρια Γλυκύς | up1092377@uni.gr | lB83jbMOxRfQ | AM: 1092377 | undergrad | enroll: 2022
Εμμανουήλ Λύτρας | up1092378@uni.gr | eRJU8i3P7EEt | AM: 1092378 | phd | enroll: 2022
Αθανασια Λαμπρόπουλος | up1092379@uni.gr | ZaeEl4mXG_qZ | AM: 1092379 | postgrad | enroll: 2023
Δεσποινα Δοξαράς | up1092380@uni.gr | sTY706tRrg7A | AM: 1092380 | undergrad | enroll: 2024
Σοφια Αρβανίτης | up1092381@uni.gr | rYB1muQzvyMM | AM: 1092381 | undergrad | enroll: 2023
Δημητρα Αλαφούζος | up1092382@uni.gr | qiJvr4jyN_a4 | AM: 1092382 | undergrad | enroll: 2024
Αννα Κουβέλης | up1092383@uni.gr | IjMRUHPJ9nb2 | AM: 1092383 | undergrad | enroll: 2026
Παναγιωτα Αλεξάνδρου | up1092384@uni.gr | 1pHZa3BBQIkx | AM: 1092384 | phd | enroll: 2023
Νικόλαος Λιακόπουλος | up1092385@uni.gr | g27Ao4xdIEmy | AM: 1092385 | undergrad | enroll: 2019
Στυλιανός Θεοτόκης | up1092386@uni.gr | 0jpWQgKiqxsa | AM: 1092386 | undergrad | enroll: 2026
Δημητρα Αναγνώστου | up1092387@uni.gr | O6rncRGSlQB_ | AM: 1092387 | undergrad | enroll: 2021
Άγγελος Θεοδωρίδης | up1092388@uni.gr | hHcuXbe0qhVg | AM: 1092388 | undergrad | enroll: 2026
Αναστασια Ζάνος | up1092389@uni.gr | bm069ra5YOKT | AM: 1092389 | undergrad | enroll: 2020
Παύλος Μοσχοβάκης | up1092390@uni.gr | pcrdrOgSznTw | AM: 1092390 | undergrad | enroll: 2023
Σοφια Καρράς | up1092391@uni.gr | HiGlw3e7vgDX | AM: 1092391 | undergrad | enroll: 2022
Δημητρα Λιάπης | up1092392@uni.gr | hgX30zXBuUwP | AM: 1092392 | undergrad | enroll: 2023
Βασίλης Πανταζής | up1092393@uni.gr | MKMw1iCGGJ95 | AM: 1092393 | undergrad | enroll: 2019
Ιωαννα Ζωγράφου | up1092394@uni.gr | KeXK6sqbKC3_ | AM: 1092394 | undergrad | enroll: 2019
Στυλιανός Αλεβιζόπουλος | up1092395@uni.gr | DqX6MoWyb33y | AM: 1092395 | undergrad | enroll: 2020
Ελενη Παπακώστας | up1092396@uni.gr | 5UPN8ZB4NHBn | AM: 1092396 | undergrad | enroll: 2019
Δεσποινα Μπότσαρης | up1092397@uni.gr | Ir19VeOpvzN3 | AM: 1092397 | undergrad | enroll: 2019
Μαρια Κανακάρης-Ρούφος | up1092398@uni.gr | tVRjiqYpBAW9 | AM: 1092398 | undergrad | enroll: 2019
Κωνσταντινα Αγγελίδου | up1092399@uni.gr | 6hMmjpjmY274 | AM: 1092399 | undergrad | enroll: 2026
Αλεξανδρα Μοσχοβάκης | up1092400@uni.gr | lLM013LNJnST | AM: 1092400 | undergrad | enroll: 2023
Ηλίας Καρράς | up1092401@uni.gr | 5cuTik_JFE1V | AM: 1092401 | undergrad | enroll: 2025
Παρασκευη Λαιμός | up1092402@uni.gr | Vz5dwWsS7Rlf | AM: 1092402 | phd | enroll: 2026
Ευάγγελος Αποστόλου | up1092403@uni.gr | lRLPZKXxlKmE | AM: 1092403 | undergrad | enroll: 2024
Πέτρος Βαρνακιώτης | up1092404@uni.gr | t6ulaIIL9xxk | AM: 1092404 | undergrad | enroll: 2018
Αναστασια Δημητρακόπουλος | up1092405@uni.gr | BKhy41tuaWUf | AM: 1092405 | undergrad | enroll: 2026
Χρυσουλα Λειβαδάς | up1092406@uni.gr | bpHrtCWNOFuX | AM: 1092406 | undergrad | enroll: 2021
Αναστασια Δουμπιώτης | up1092407@uni.gr | _b1BkMVs5vVD | AM: 1092407 | undergrad | enroll: 2026
Ευστάθιος Διαμαντόπουλος | up1092408@uni.gr | FqB1JFuk_H3Q | AM: 1092408 | undergrad | enroll: 2024
Αικατερινη Νικολάκος | up1092409@uni.gr | IKtFrj8Gi0OD | AM: 1092409 | undergrad | enroll: 2022
Αλέξανδρος Βαρνακιώτης | up1092410@uni.gr | m28mMs13FXMP | AM: 1092410 | undergrad | enroll: 2021
Γρηγόριος Κρεστενίτης | up1092411@uni.gr | loGLFKSxOzoC | AM: 1092411 | undergrad | enroll: 2022
Μαρια Δαμασκηνός | up1092412@uni.gr | Tvw0_Q_xaKpg | AM: 1092412 | undergrad | enroll: 2022
Ευάγγελος Αυγερινός | up1092413@uni.gr | Wbe9ZDDlaGx2 | AM: 1092413 | undergrad | enroll: 2021
Σοφια Παπαϊωάννου | up1092414@uni.gr | 2GqlYdezvdMY | AM: 1092414 | undergrad | enroll: 2022
Αλεξανδρα Γιαννόπουλος | up1092415@uni.gr | tqtEdLFw0ieZ | AM: 1092415 | undergrad | enroll: 2021
Κωνσταντινα Αλεξάκης | up1092416@uni.gr | m1qtkinWLxHA | AM: 1092416 | undergrad | enroll: 2020
Εμμανουήλ Παππάς | up1092417@uni.gr | Ovzv7KrX87WG | AM: 1092417 | undergrad | enroll: 2019
Παναγιώτης Πανταζής | up1092418@uni.gr | Si8gh58Ustbo | AM: 1092418 | undergrad | enroll: 2026
Μαρια Βλαβιανός | up1092419@uni.gr | 4RiPCccvRHbN | AM: 1092419 | undergrad | enroll: 2020
Κώστας Γαλάνη | up1092420@uni.gr | d87r7SwNyFp8 | AM: 1092420 | undergrad | enroll: 2022
Λεωνίδας Δαμασκηνός | up1092421@uni.gr | ffHbzptrrQj1 | AM: 1092421 | undergrad | enroll: 2022
Αννα Καλογιάννης | up1092422@uni.gr | 0ddrfeseEYam | AM: 1092422 | undergrad | enroll: 2026
Ιωάννης Κωνσταντόπουλος | up1092423@uni.gr | DXLiH7_ZcQzA | AM: 1092423 | undergrad | enroll: 2023
Δεσποινα Οικονόμου | up1092424@uni.gr | iFjn9shQJT74 | AM: 1092424 | undergrad | enroll: 2020
Πέτρος Καψής | up1092425@uni.gr | G5VAirfMM5jN | AM: 1092425 | undergrad | enroll: 2023
Κωνσταντινα Κωνσταντίνου | up1092426@uni.gr | y7wcQluGJcbq | AM: 1092426 | undergrad | enroll: 2022
Αθανασια Κορομηλάς | up1092427@uni.gr | eVRcy9HUybJM | AM: 1092427 | undergrad | enroll: 2020
Δεσποινα Καλογιάννης | up1092428@uni.gr | vCMSS8kFl4R0 | AM: 1092428 | undergrad | enroll: 2021
Αριστείδης Κασιδιάρης | up1092429@uni.gr | CCB8K4gx913X | AM: 1092429 | undergrad | enroll: 2024
Πέτρος Καραμανλής | up1092430@uni.gr | lVqDhcMnuRWa | AM: 1092430 | undergrad | enroll: 2020
Λεωνίδας Γερμανού | up1092431@uni.gr | L1wbfKI326WR | AM: 1092431 | undergrad | enroll: 2022
Αλεξανδρα Καλάρης | up1092432@uni.gr | 8ZJejcJ1qvgG | AM: 1092432 | undergrad | enroll: 2026
Κωνσταντινα Θεοδοσίου | up1092433@uni.gr | Hcdl9MRjUAT_ | AM: 1092433 | postgrad | enroll: 2023
Παρασκευη Λύκος | up1092434@uni.gr | ggYDxLMeq1qn | AM: 1092434 | undergrad | enroll: 2024
